id,value,isAnomaly
1,0.10111351,1
1,0.19753291,1
1,0.25538455,1
1,0.29395232,1
1,0.33252008,1
1,0.35180396,1
1,0.37108784,1
1,0.39037172,1
1,0.39037172,1
1,0.4096556,1
1,0.4096556,1
1,1.0653076,1
1,1.0845914,1
1,1.0653076,1
1,1.0845914,1
1,1.0653076,1
1,1.0845914,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0460237,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,-0.20742859,1
1,-0.9016483,1
1,-0.92093218,1
1,-0.92093218,1
1,-0.94021606,1
1,-0.94021606,1
1,-0.95949994,1
1,-0.95949994,1
1,-0.97878383,1
1,-0.97878383,1
1,-0.99806771,1
1,-0.99806771,1
1,-0.99806771,1
1,-1.0173516,1
1,-1.0173516,1
1,-1.0173516,1
1,-1.0366355,1
1,-1.0366355,1
1,-1.0366355,1
1,-1.0366355,1
1,-1.0366355,1
1,-1.0366355,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0752032,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0752032,1
1,-1.0752032,1
1,-1.0752032,1
1,-1.0752032,1
1,-1.0752032,1
1,-1.0752032,1
1,-1.0752032,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0559193,1
1,-1.0366355,1
1,-1.0173516,1
1,-0.99806771,1
1,-0.97878383,1
1,-0.95949994,1
1,-0.95949994,1
1,-0.95949994,1
1,-0.95949994,1
1,-0.95949994,1
1,-0.95949994,1
1,-0.95949994,1
1,-0.95949994,1
1,-0.97878383,1
1,-0.97878383,1
1,-0.97878383,1
1,-0.97878383,1
1,-0.95949994,1
1,-0.97878383,1
1,-0.95949994,1
1,-0.95949994,1
1,-0.95949994,1
1,-0.97878383,1
1,0.94960427,1
1,1.0460237,1
1,1.0653076,1
1,1.0845914,1
1,1.0845914,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
1,1.0653076,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.39331558,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.39331558,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.85272108,1
2,-0.40298728,1
2,-0.40298728,1
2,-0.40298728,1
2,-0.40298728,1
2,-0.43361431,1
2,-0.43361431,1
2,-0.40298728,1
2,-0.40298728,1
2,-0.40298728,1
2,-0.37236024,1
2,-0.40298728,1
2,-0.40298728,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.36268855,1
2,0.30143448,1
2,0.33206152,1
2,0.39331558,1
2,0.39331558,1
2,10.898388,1
2,3.3947648,1
2,-0.40298728,1
2,-0.40298728,1
2,-0.34173321,1
2,-0.28047914,1
2,-0.28047914,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.37236024,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.37236024,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.37236024,1
2,-0.37236024,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.31110618,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.31110618,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.31110618,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.31110618,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.31110618,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.31110618,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.34173321,1
2,-0.40298728,1
2,-0.37236024,1
2,-0.37236024,1
2,-0.37236024,1
2,-0.34173321,1
2,-0.40298728,1
2,-0.40298728,1
2,-0.40298728,1
2,-0.37236024,1
2,-0.37236024,1
2,-0.37236024,1
2,-0.34173321,1
2,-0.37236024,1
2,-0.40298728,1
2,-0.37236024,1
2,-0.37236024,1
2,-0.40298728,1
2,-0.40298728,1
2,-0.40298728,1
2,-0.40298728,1
2,-0.40298728,1
2,-0.37236024,1
2,-0.40298728,1
2,-0.37236024,1
2,-0.40298728,1
2,-0.40298728,1
2,-0.40298728,1
2,-0.40298728,1
2,0.39331558,1
2,0.39331558,1
2,0.39331558,1
2,0.39331558,1
2,0.39331558,1
2,0.39331558,1
2,0.36268855,1
2,0.39331558,1
2,0.39331558,1
2,0.39331558,1
2,0.39331558,1
2,0.39331558,1
2,0.39331558,1
3,-1.0945235,1
3,-1.0945235,1
3,-1.0945235,1
3,-1.0967319,1
3,-1.0945235,1
3,-1.0967319,1
3,-1.0945235,1
3,-1.0945235,1
3,-1.0945235,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,0.70750663,1
3,1.0785128,1
3,0.9923864,1
3,0.76713263,1
3,0.60812997,1
3,0.45354405,1
3,0.3607925,1
3,0.28791628,1
3,0.20841495,1
3,0.15762243,1
3,0.10682991,1
3,0.078121099,1
3,0.051620656,1
3,-0.93772924,1
3,-1.0945235,1
3,-1.0945235,1
3,-1.0945235,1
3,-1.0945235,1
3,-1.0945235,1
3,-1.0945235,1
3,-1.0945235,1
3,-1.0967319,1
3,-1.0945235,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,0.33208368,1
3,0.82455026,1
3,0.88638463,1
3,0.9327604,1
3,0.95705248,1
3,0.96809433,1
3,0.98134455,1
3,0.99017803,1
3,0.99901151,1
3,0.99901151,1
3,1.0012199,1
3,0.99459477,1
3,0.98796966,1
3,0.98134455,1
3,0.97251107,1
3,0.96809433,1
3,0.96809433,1
3,0.96588596,1
3,0.96367759,1
3,0.95926085,1
3,0.95263574,1
3,0.95926085,1
3,0.96146922,1
3,0.95484411,1
3,0.94380226,1
3,0.94601063,1
3,0.93938552,1
3,0.94159389,1
3,0.94601063,1
3,0.94380226,1
3,0.94159389,1
3,0.93496877,1
3,0.93055203,1
3,0.92834366,1
3,0.92834366,1
3,0.92171855,1
3,0.92613529,1
3,0.92834366,1
3,0.93055203,1
3,0.93055203,1
3,0.9327604,1
3,0.93717714,1
3,0.93717714,1
3,0.93717714,1
3,0.93717714,1
3,0.93717714,1
3,0.93938552,1
3,0.94601063,1
3,0.94601063,1
3,0.95705248,1
3,0.98576129,1
3,1.0188868,1
3,1.0608459,1
3,1.049804,1
3,1.049804,1
3,1.0387622,1
3,1.0299287,1
3,1.0299287,1
3,1.0321371,1
3,1.0299287,1
3,1.025512,1
3,1.0210952,1
3,1.0166785,1
3,1.0144701,1
3,1.0100534,1
3,1.0034283,1
3,1.0012199,1
3,1.0012199,1
3,0.99459477,1
3,0.99017803,1
3,0.98576129,1
3,-0.79639354,1
3,-1.0945235,1
3,-1.0945235,1
3,-1.0967319,1
3,-1.0945235,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
3,-1.0967319,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.1059136,1
4,-1.1059136,1
4,-1.103761,1
4,-1.1059136,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.1059136,1
4,0.77541262,1
4,1.0057352,1
4,0.74097187,1
4,0.51280187,1
4,0.3040048,1
4,0.18346216,1
4,0.077987349,1
4,0.015563482,1
4,-0.033945102,1
4,-0.083453686,1
4,-0.11574189,1
4,-0.15018265,1
4,-0.17170812,1
4,-0.97676075,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.1059136,1
4,-1.1059136,1
4,-1.103761,1
4,-1.1059136,1
4,-1.103761,1
4,-0.23197944,1
4,0.40086942,1
4,0.84429413,1
4,0.89810781,1
4,0.92609092,1
4,0.94976894,1
4,0.96268422,1
4,0.97775205,1
4,0.99497243,1
4,1.0014301,1
4,1.0121928,1
4,1.0078877,1
4,1.0035826,1
4,0.99927752,1
4,0.99712498,1
4,0.99712498,1
4,0.99066734,1
4,0.99066734,1
4,0.98636224,1
4,0.9799046,1
4,0.97775205,1
4,0.97559951,1
4,0.97344696,1
4,0.96914186,1
4,0.96698932,1
4,0.96268422,1
4,0.96053168,1
4,0.96053168,1
4,0.96053168,1
4,0.95837913,1
4,0.95622658,1
4,0.95837913,1
4,0.96053168,1
4,0.95837913,1
4,0.95407403,1
4,0.95407403,1
4,0.95192149,1
4,0.95192149,1
4,0.95192149,1
4,0.95192149,1
4,0.95192149,1
4,0.95192149,1
4,0.95407403,1
4,0.95622658,1
4,0.95622658,1
4,0.95837913,1
4,0.96053168,1
4,0.96914186,1
4,0.97129441,1
4,0.96698932,1
4,0.97344696,1
4,0.97775205,1
4,1.0035826,1
4,1.0423285,1
4,1.0638539,1
4,1.0530912,1
4,1.044481,1
4,1.0315657,1
4,1.0251081,1
4,1.0186504,1
4,1.0100403,1
4,0.99927752,1
4,0.99712498,1
4,0.99497243,1
4,0.99712498,1
4,0.99066734,1
4,0.98636224,1
4,0.99281988,1
4,0.99066734,1
4,0.98851479,1
4,0.98636224,1
4,0.98636224,1
4,0.98636224,1
4,-1.0693203,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
4,-1.103761,1
5,0.42502104,1
5,0.42502104,1
5,0.45621525,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,2.0471197,1
5,-0.51080511,1
5,-0.54199931,1
5,-0.51080511,1
5,-0.54199931,1
5,-0.54199931,1
5,-0.51080511,1
5,-0.4484167,1
5,-0.4796109,1
5,-0.51080511,1
5,-0.51080511,1
5,-0.51080511,1
5,-0.51080511,1
5,0.45621525,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.33143843,1
5,0.39382684,1
5,0.45621525,1
5,0.45621525,1
5,10.220001,1
5,3.2948879,1
5,-0.35483408,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.41722249,1
5,-0.38602829,1
5,-0.41722249,1
5,-0.4484167,1
5,-0.4796109,1
5,-0.4484167,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.4484167,1
5,-0.51080511,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.51080511,1
5,-0.51080511,1
5,-0.51080511,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.4484167,1
5,-0.4796109,1
5,-0.4484167,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.4484167,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.4484167,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.4484167,1
5,-0.4484167,1
5,-0.4484167,1
5,-0.4484167,1
5,-0.4484167,1
5,-0.4484167,1
5,-0.4484167,1
5,-0.4484167,1
5,-0.4484167,1
5,-0.4484167,1
5,-0.4484167,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.51080511,1
5,-0.4484167,1
5,-0.4796109,1
5,-0.51080511,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.4796109,1
5,-0.51080511,1
5,-0.51080511,1
5,-0.51080511,1
5,-0.51080511,1
5,-0.51080511,1
5,-0.51080511,1
5,-0.51080511,1
5,-0.51080511,1
5,-0.54199931,1
5,-0.51080511,1
5,-0.51080511,1
5,-0.51080511,1
5,-0.54199931,1
5,-0.51080511,1
5,-0.54199931,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
5,0.42502104,1
6,1.0592861,1
6,1.0592861,1
6,1.0592861,1
6,1.0592861,1
6,1.0778636,1
6,1.0592861,1
6,1.0592861,1
6,1.0407086,1
6,1.0592861,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0592861,1
6,1.0592861,1
6,1.0592861,1
6,-0.18540868,1
6,0.074676797,1
6,0.33476227,1
6,0.44622747,1
6,0.48338254,1
6,0.52053761,1
6,0.53911514,1
6,0.55769267,1
6,0.55769267,1
6,0.57627021,1
6,0.57627021,1
6,0.59484774,1
6,0.59484774,1
6,1.0778636,1
6,1.0592861,1
6,1.0592861,1
6,1.0592861,1
6,1.0592861,1
6,1.0592861,1
6,1.0778636,1
6,1.0592861,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0592861,1
6,1.0778636,1
6,1.0592861,1
6,1.0778636,1
6,1.0778636,1
6,-0.11109854,1
6,-0.79846729,1
6,-0.83562236,1
6,-0.94708756,1
6,-0.96566509,1
6,-0.96566509,1
6,-0.98424263,1
6,-0.98424263,1
6,-1.0028202,1
6,-0.98424263,1
6,-0.98424263,1
6,-0.98424263,1
6,-0.98424263,1
6,-0.98424263,1
6,-0.98424263,1
6,-1.0028202,1
6,-1.0028202,1
6,-1.0028202,1
6,-1.0213977,1
6,-1.0213977,1
6,-1.0213977,1
6,-1.0213977,1
6,-1.0213977,1
6,-1.0399752,1
6,-1.0399752,1
6,-1.0399752,1
6,-1.0399752,1
6,-1.0399752,1
6,-1.0399752,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0771303,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0771303,1
6,-1.0585528,1
6,-1.0585528,1
6,-1.0771303,1
6,-1.0399752,1
6,-1.0213977,1
6,-0.98424263,1
6,-0.94708756,1
6,-0.94708756,1
6,-0.94708756,1
6,-0.92851003,1
6,-0.94708756,1
6,-0.92851003,1
6,-0.94708756,1
6,-0.94708756,1
6,-0.94708756,1
6,-0.94708756,1
6,-0.94708756,1
6,-0.92851003,1
6,-0.92851003,1
6,-0.92851003,1
6,-0.92851003,1
6,-0.94708756,1
6,-0.94708756,1
6,-0.92851003,1
6,-0.92851003,1
6,1.0778636,1
6,1.0592861,1
6,1.0592861,1
6,1.0592861,1
6,1.0592861,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
6,1.0778636,1
7,1.1328625,1
7,1.1328625,1
7,1.1328625,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1328625,1
7,1.1328625,1
7,1.1526778,1
7,1.1328625,1
7,1.1328625,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,-0.31365561,1
7,0.2808039,1
7,0.5185877,1
7,0.65729492,1
7,0.69692556,1
7,0.71674088,1
7,0.73655619,1
7,0.75637151,1
7,0.75637151,1
7,0.77618683,1
7,0.77618683,1
7,0.79600214,1
7,0.79600214,1
7,1.1923085,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1526778,1
7,1.1328625,1
7,1.1328625,1
7,1.1526778,1
7,1.1328625,1
7,-0.17494839,1
7,-0.82885385,1
7,-0.82885385,1
7,-0.8882998,1
7,-0.8882998,1
7,-0.90811512,1
7,-0.90811512,1
7,-0.90811512,1
7,-0.92793044,1
7,-0.94774576,1
7,-0.94774576,1
7,-0.94774576,1
7,-0.94774576,1
7,-0.94774576,1
7,-0.96756107,1
7,-0.96756107,1
7,-0.96756107,1
7,-0.96756107,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-1.0071917,1
7,-1.0071917,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-0.98737639,1
7,-1.0071917,1
7,-1.0071917,1
7,-1.0071917,1
7,-1.0071917,1
7,-1.0071917,1
7,-1.0071917,1
7,-1.0071917,1
7,-1.0071917,1
7,-1.0071917,1
7,-1.0071917,1
7,-1.0071917,1
7,-0.98737639,1
7,-0.96756107,1
7,-0.90811512,1
7,-0.8882998,1
7,-0.84866917,1
7,-0.82885385,1
7,-0.80903854,1
7,-0.80903854,1
7,-0.80903854,1
7,-0.80903854,1
7,-0.80903854,1
7,-0.80903854,1
7,-0.80903854,1
7,-0.80903854,1
7,-0.80903854,1
7,-0.78922322,1
7,-0.78922322,1
7,-0.78922322,1
7,-0.78922322,1
7,-0.78922322,1
7,-0.78922322,1
7,-0.78922322,1
7,-0.78922322,1
7,-0.78922322,1
7,-0.78922322,1
7,1.1130472,1
7,1.1328625,1
7,1.1328625,1
7,1.1328625,1
7,1.1328625,1
7,1.1526778,1
7,1.1526778,1
7,1.1328625,1
7,1.1328625,1
7,1.1328625,1
7,1.1328625,1
7,1.1328625,1
7,1.1328625,1
7,1.1328625,1
7,1.1328625,1
7,1.1328625,1
7,1.1328625,1
7,1.1328625,1
7,1.1328625,1
7,1.1328625,1
7,1.1328625,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,1.6982286,1
8,1.6982286,1
8,1.6982286,1
8,1.6982286,1
8,1.6982286,1
8,1.6982286,1
8,1.6982286,1
8,1.6982286,1
8,1.6982286,1
8,1.6982286,1
8,1.6982286,1
8,1.6982286,1
8,1.6982286,1
8,-1.2022949,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2498445,1
8,-1.2512854,1
8,-1.2512854,1
8,-0.44870637,1
8,0.31785027,1
8,0.53974824,1
8,0.54118914,1
8,0.54695272,1
8,0.55127541,1
8,0.55847989,1
8,0.56712526,1
8,0.57144795,1
8,0.57865243,1
8,0.58585691,1
8,0.5887387,1
8,0.59450229,1
8,0.60026587,1
8,0.60170677,1
8,0.60602945,1
8,0.61179304,1
8,0.61467483,1
8,0.61899752,1
8,0.61611573,1
8,0.61755662,1
8,0.62187931,1
8,0.6233202,1
8,0.6247611,1
8,0.62764289,1
8,0.62908379,1
8,0.63052468,1
8,0.63484737,1
8,0.63772916,1
8,0.64061096,1
8,0.64205185,1
8,0.64349275,1
8,0.64637454,1
8,0.64781544,1
8,0.65069723,1
8,0.65069723,1
8,0.65069723,1
8,0.65646081,1
8,0.65790171,1
8,0.65646081,1
8,0.65357902,1
8,0.65501992,1
8,0.65646081,1
8,0.65790171,1
8,0.66222439,1
8,0.66366529,1
8,0.66366529,1
8,0.66222439,1
8,0.66222439,1
8,0.66510619,1
8,0.66366529,1
8,0.66510619,1
8,0.66222439,1
8,0.65790171,1
8,0.65790171,1
8,0.6607835,1
8,0.6593426,1
8,0.65069723,1
8,0.63484737,1
8,0.5887387,1
8,0.54983451,1
8,0.52101659,1
8,0.50084405,1
8,0.47778972,1
8,0.4489718,1
8,0.42591746,1
8,0.41583119,1
8,0.4129494,1
8,0.4129494,1
8,0.4129494,1
8,0.4129494,1
8,0.4115085,1
8,0.4129494,1
8,0.4129494,1
8,0.41006761,1
